Subj	Order	Code	Age	Gender	SES	Believe_God	Rej_Church
81	12	Tradition	4	1	2	1	0
81	13	Scandal	4	1	2	1	0
81	14	Religious Orders	4	1	2	1	0
81	15	Churches/Buildings	4	1	2	1	0
81	16	Missionaries	4	1	2	1	0
81	17	Bible/Gospel	4	1	2	1	0
81	18	Vatican/Overall Structure	4	1	2	1	0
81	19	Saints	4	1	2	1	0
81	20	Mass	4	1	2	1	0
82	1	Abuse/Paedophilia	3	1	4	1	0
82	2	Good/Holy	3	1	4	1	0
82	3	Pope	3	1	4	1	0
82	4	Money	3	1	4	1	0
82	5	Clergy	3	1	4	1	0
82	6	Churches/Buildings	3	1	4	1	0
82	7	Religious Artifacts	3	1	4	1	0
82	8	Busy	3	1	4	1	0
82	9	Parochialism	3	1	4	1	0
82	10	Old People	3	1	4	1	0
82	11	Tradition	3	1	4	1	0
82	12	Maynooth	3	1	4	1	0
82	13	Parish/Diocese	3	1	4	1	0
82	14	Sacraments/Rites of Passage	3	1	4	1	0
82	15	Education System	3	1	4	1	0
82	16	Altar boys	3	1	4	1	0
82	17	Christmas/Other Religious Occasion	3	1	4	1	0
82	18	Jesus	3	1	4	1	0
82	19	Christmas/Other Religious Occasion	3	1	4	1	0
82	20	God	3	1	4	1	0
83	1	Abuse/Paedophilia	3	2	3	1	1
83	2	Mass	3	2	3	1	1
83	3	Education System	3	2	3	1	1
83	4	Clergy	3	2	3	1	1
83	5	Contraception	3	2	3	1	1
83	6	Tradition	3	2	3	1	1
83	7	Religion	3	2	3	1	1
83	8	Sin	3	2	3	1	1
83	9	Confession	3	2	3	1	1
83	10	Pope	3	2	3	1	1
83	11	Vatican/Overall Structure	3	2	3	1	1
83	12	Church	3	2	3	1	1
83	13	Death	3	2	3	1	1
83	14	Graveyard	3	2	3	1	1
83	15	Prayer	3	2	3	1	1
83	16	God	3	2	3	1	1
83	17	Morality	3	2	3	1	1
83	18	Tradition	3	2	3	1	1
83	19	Nuns	3	2	3	1	1
83	20	Other Rituals	3	2	3	1	1
84	1	Jesus	4	1	4	1	0
84	2	Mass	4	1	4	1	0
84	3	Belief/Faith	4	1	4	1	0
84	4	God	4	1	4	1	0
84	5	Irish	4	1	4	1	0
84	6	Religion	4	1	4	1	0
84	7	Good/Holy	4	1	4	1	0
84	8	Spiritual	4	1	4	1	0
84	9	Sincerity/Honesty	4	1	4	1	0
84	10	Good/Holy	4	1	4	1	0
84	11	Good/Holy	4	1	4	1	0
84	12	Community	4	1	4	1	0
84	13	Pope	4	1	4	1	0
84	14	Clergy	4	1	4	1	0
84	15	Parish/Diocese	4	1	4	1	0
84	16	Contemporary	4	1	4	1	0
84	17	Sincerity/Honesty	4	1	4	1	0
84	18	Good/Holy	4	1	4	1	0
84	19	Mass	4	1	4	1	0
84	20	Morality	4	1	4	1	0
85	1	Declining	4	2	7	0	1
85	2	Declining	4	2	7	0	1
85	3	Old People	4	2	7	0	1
85	4	Churches/Buildings	4	2	7	0	1
85	5	Declining	4	2	7	0	1
85	6	Outdated/Conservative	4	2	7	0	1
85	7	Reflection	4	2	7	0	1
85	8	Silence	4	2	7	0	1
85	9	Mass	4	2	7	0	1
85	10	Sacraments/Rites of Passage	4	2	7	0	1
85	11	Christmas/Other Religious Occasion	4	2	7	0	1
85	12	Christmas/Other Religious Occasion	4	2	7	0	1
85	13	Christmas/Other Religious Occasion	4	2	7	0	1
85	14	Nuns	4	2	7	0	1
85	15	Bible/Gospel	4	2	7	0	1
85	16	Choir/Music	4	2	7	0	1
85	17	Community	4	2	7	0	1
86	1	Abuse/Paedophilia	4	1	2	1	0
86	2	Outdated/Conservative	4	1	2	1	0
86	3	Corrupt/Materialistic	4	1	2	1	0
86	4	Declining	4	1	2	1	0
86	5	Declining	4	1	2	1	0
86	6	Declining	4	1	2	1	0
86	7	Tolerant	4	1	2	1	0
86	8	Stigma	4	1	2	1	0
86	9	Education System	4	1	2	1	0
86	10	Declining	4	1	2	1	0
86	11	Cold churches	4	1	2	1	0
86	12	Architect on Thurles Cathedral was an idiot	4	1	2	1	0
86	13	Old People	4	1	2	1	0
86	14	Pope	4	1	2	1	0
86	15	A la carte	4	1	2	1	0
87	1	Jesus	1	1	9	0	1
87	2	Mass	1	1	9	0	1
87	3	Clergy	1	1	9	0	1
87	4	Bible/Gospel	1	1	9	0	1
87	5	Good/Holy	1	1	9	0	1
87	6	Communion	1	1	9	0	1
87	7	Mary	1	1	9	0	1
87	8	Sacraments/Rites of Passage	1	1	9	0	1
87	9	Churches/Buildings	1	1	9	0	1
87	10	Death	1	1	9	0	1
87	11	Afterlife	1	1	9	0	1
87	12	Christmas/Other Religious Occasion	1	1	9	0	1
87	13	Christmas/Other Religious Occasion	1	1	9	0	1
87	14	Pope	1	1	9	0	1
87	15	Vatican/Overall Structure	1	1	9	0	1
87	16	Vatican/Overall Structure	1	1	9	0	1
87	17	Clergy	1	1	9	0	1
87	18	Clergy	1	1	9	0	1
88	1	Corrupt/Materialistic	2	1	3	0	0
88	2	Dishonest/Untrustworthy	2	1	3	0	0
88	3	Abuse/Paedophilia	2	1	3	0	0
88	4	Outdated/Conservative	2	1	3	0	0
88	5	Outdated/Conservative	2	1	3	0	0
88	6	Corrupt/Materialistic	2	1	3	0	0
88	7	Declining	2	1	3	0	0
88	8	God	2	1	3	0	0
88	9	Parish/Diocese	2	1	3	0	0
88	10	Christmas/Other Religious Occasion	2	1	3	0	0
88	11	Sacraments/Rites of Passage	2	1	3	0	0
88	12	Sacraments/Rites of Passage	2	1	3	0	0
88	13	Christenings	2	1	3	0	0
88	14	Christmas/Other Religious Occasion	2	1	3	0	0
88	15	Jesus	2	1	3	0	0
88	16	Other Rituals	2	1	3	0	0
88	17	Choir/Music	2	1	3	0	0
88	18	Vatican/Overall Structure	2	1	3	0	0
88	19	Vatican/Overall Structure	2	1	3	0	0
88	20	Pilgrim Site	2	1	3	0	0
89	1	Abuse/Paedophilia	5	2	5	1	1
89	2	Authoritarian/Dominant	5	2	5	1	1
89	3	Authoritarian/Dominant	5	2	5	1	1
89	4	Authoritarian/Dominant	5	2	5	1	1
89	5	Dishonest/Untrustworthy	5	2	5	1	1
89	6	Corrupt/Materialistic	5	2	5	1	1
89	7	Hypocrisy	5	2	5	1	1
89	8	Nonsense/Fiction	5	2	5	1	1
89	9	Waste	5	2	5	1	1
89	10	Patriarchal/Misogynist	5	2	5	1	1
89	11	Education System	5	2	5	1	1
89	12	Alchocolism	5	2	5	1	1
89	13	Arrogance	5	2	5	1	1
89	14	Uncaring	5	2	5	1	1
89	15	Insular/Detached	5	2	5	1	1
89	16	Hiding	5	2	5	1	1
89	17	Cover-up/Secrecy	5	2	5	1	1
89	18	Arrogance	5	2	5	1	1
89	19	Preaching/Sermons	5	2	5	1	1
89	20	Arrogance	5	2	5	1	1
91	1	Abuse/Paedophilia	5	1	4	0	1
91	2	Dishonest/Untrustworthy	5	1	4	0	1
91	3	Bad/Immoral	5	1	4	0	1
91	4	Nonsense/Fiction	5	1	4	0	1
91	5	Old People	5	1	4	0	1
91	6	Bad/Immoral	5	1	4	0	1
91	7	Annoying	5	1	4	0	1
91	8	Clergy	5	1	4	0	1
91	9	Money	5	1	4	0	1
91	10	Dishonest/Untrustworthy	5	1	4	0	1
91	11	Irrelevant	5	1	4	0	1
91	12	Nonsense/Fiction	5	1	4	0	1
91	13	Dishonest/Untrustworthy	5	1	4	0	1
91	14	Bigotry	5	1	4	0	1
92	1	Mass	5	1	9	1	1
92	2	God	5	1	9	1	1
92	3	Afterlife	5	1	9	1	1
92	4	Afterlife	5	1	9	1	1
92	5	Clergy	5	1	9	1	1
92	6	Altar Boys	5	1	9	1	1
92	7	Altar Boys	5	1	9	1	1
92	8	Sacraments/Rites of Passage	5	1	9	1	1
92	9	Sacraments/Rites of Passage	5	1	9	1	1
92	10	Sacraments/Rites of Passage	5	1	9	1	1
92	11	Churches/Buildings	5	1	9	1	1
92	12	Money	5	1	9	1	1
92	13	Good/Holy	5	1	9	1	1
93	1	Communion	1	3	5	0	1
93	2	Pope	1	3	5	0	1
93	3	Scandal	1	3	5	0	1
93	4	Oppressive Institutions (Laundries. etc.)	1	3	5	0	1
93	5	Christmas/Other Religious Occasion	1	3	5	0	1
93	6	Abuse/Paedophilia	1	3	5	0	1
93	7	Sacraments/Rites of Passage	1	3	5	0	1
93	8	Church	1	3	5	0	1
93	9	Old People	1	3	5	0	1
93	10	Prayer	1	3	5	0	1
93	11	State Influence	1	3	5	0	1
93	12	Homosexuality	1	3	5	0	1
93	13	Choir/Music	1	3	5	0	1
93	14	Choir/Music	1	3	5	0	1
93	15	Mass	1	3	5	0	1
93	16	Communion	1	3	5	0	1
93	17	Communion	1	3	5	0	1
93	18	Vatican/Overall Structure	1	3	5	0	1
93	19	White	1	3	5	0	1
93	20	Tradition	1	3	5	0	1
94	1	Clergy	1	2	4	1	1
94	2	Communion	1	2	4	1	1
94	3	Sin	1	2	4	1	1
94	4	Other Theological/Scriptural Association	1	2	4	1	1
94	5	Other Theological/Scriptural Association	1	2	4	1	1
94	6	Pride	1	2	4	1	1
94	7	Prayer	1	2	4	1	1
94	8	Mass	1	2	4	1	1
94	9	Confession	1	2	4	1	1
94	10	Forgiveness	1	2	4	1	1
94	11	Altar Boys	1	2	4	1	1
94	12	Communion	1	2	4	1	1
94	13	Communion	1	2	4	1	1
94	14	Sacraments/Rites of Passage	1	2	4	1	1
94	15	Education System	1	2	4	1	1
94	16	Christmas/Other Religious Occasion	1	2	4	1	1
94	17	Christmas/Other Religious Occasion	1	2	4	1	1
94	18	Christmas/Other Religious Occasion	1	2	4	1	1
94	19	Religious Artifacts	1	2	4	1	1
94	20	Jesus	1	2	4	1	1
94	21	Mary	1	2	4	1	1
94	22	Sacraments/Rites of Passage	1	2	4	1	1
94	23	Religious Artifacts	1	2	4	1	1
94	24	Mary	1	2	4	1	1
94	25	Bible/Gospel	1	2	4	1	1
94	26	Churches/Buildings	1	2	4	1	1
94	27	Churches/Buildings	1	2	4	1	1
94	28	Prayer	1	2	4	1	1
94	29	Love	1	2	4	1	1
94	30	Morality	1	2	4	1	1
95	1	Big	3	1	2	0	1
95	2	Abuse/Paedophilia	3	1	2	0	1
95	3	Outdated/Conservative	3	1	2	0	1
95	4	Education System	3	1	2	0	1
95	5	Clergy	3	1	2	0	1
95	6	Churches/Buildings	3	1	2	0	1
95	7	Mass	3	1	2	0	1
95	8	Confession	3	1	2	0	1
95	9	Pope	3	1	2	0	1
95	10	Mass	3	1	2	0	1
95	11	Morality	3	1	2	0	1
95	12	Christmas/Other Religious Occasion	3	1	2	0	1
95	13	Money	3	1	2	0	1
95	14	Saints	3	1	2	0	1
95	15	Divorce	3	1	2	0	1
95	16	Abortion	3	1	2	0	1
95	17	Nuns	3	1	2	0	1
95	18	Sacraments/Rites of Passage	3	1	2	0	1
95	19	Sacraments/Rites of Passage	3	1	2	0	1
95	20	Sacraments/Rites of Passage	3	1	2	0	1
95	21	Sacraments/Rites of Passage	3	1	2	0	1
95	22	Sacraments/Rites of Passage	3	1	2	0	1
96	1	Clergy	5	2	4	1	1
96	2	Communion	5	2	4	1	1
96	3	Religious Artifacts	5	2	4	1	1
96	4	Arrogance	5	2	4	1	1
96	5	Sacraments/Rites of Passage	5	2	4	1	1
96	6	Sacraments/Rites of Passage	5	2	4	1	1
96	7	Sacraments/Rites of Passage	5	2	4	1	1
96	8	Mass	5	2	4	1	1
96	9	Incense	5	2	4	1	1
96	10	Churches/Buildings	5	2	4	1	1
96	11	Churches/Buildings	5	2	4	1	1
96	12	Tradition	5	2	4	1	1
96	13	Comforting/Caring	5	2	4	1	1
96	14	Silence	5	2	4	1	1
96	15	Mass	5	2	4	1	1
96	16	Religious Artifacts	5	2	4	1	1
96	17	Sacraments/Rites of Passage	5	2	4	1	1
96	18	Money	5	2	4	1	1
96	19	Churches/Buildings	5	2	4	1	1
96	20	Community	5	2	4	1	1
96	21	Missionaries	5	2	4	1	1
97	1	Religion	4	2	6	1	0
97	2	Money	4	2	6	1	0
97	3	Good/Holy	4	2	6	1	0
97	4	Charity	4	2	6	1	0
97	5	Dishonest/Untrustworthy	4	2	6	1	0
97	6	Anger	4	2	6	1	0
97	7	Insular/Detached	4	2	6	1	0
97	8	Dishonest/Untrustworthy	4	2	6	1	0
97	9	Cover-up/Secrecy	4	2	6	1	0
97	10	Outdated/Conservative	4	2	6	1	0
97	11	Abuse/Paedophilia	4	2	6	1	0
97	12	Let down/Betrayed	4	2	6	1	0
97	13	Scandal	4	2	6	1	0
97	14	Abuse/Paedophilia	4	2	6	1	0
97	15	Clergy	4	2	6	1	0
97	16	Stigma	4	2	6	1	0
97	17	Declining	4	2	6	1	0
97	18	Religious Orders	4	2	6	1	0
97	19	Nuns	4	2	6	1	0
97	20	Insular/Detached	4	2	6	1	0
98	1	Religion	1	2	6	1	0
98	2	Clergy	1	2	6	1	0
98	3	Mass	1	2	6	1	0
98	4	Scandal	1	2	6	1	0
98	5	Laity	1	2	6	1	0
98	6	Churches/Buildings	1	2	6	1	0
98	7	Nuns	1	2	6	1	0
98	8	Prayer	1	2	6	1	0
98	9	Communion	1	2	6	1	0
98	10	Bible/Gospel	1	2	6	1	0
98	11	Religious Artifacts	1	2	6	1	0
98	12	Maynooth	1	2	6	1	0
98	13	Sacraments/Rites of Passage	1	2	6	1	0
98	14	Confession	1	2	6	1	0
98	15	Communion	1	2	6	1	0
98	16	Sacraments/Rites of Passage	1	2	6	1	0
98	17	Sacraments/Rites of Passage	1	2	6	1	0
98	18	Candles	1	2	6	1	0
98	19	Religious Artifacts	1	2	6	1	0
98	20	Prayer	1	2	6	1	0
99	1	Hypocrisy	6	2	11	1	0
99	2	Dishonest/Untrustworthy	6	2	11	1	0
99	3	Abuse/Paedophilia	6	2	11	1	0
99	4	Outdated/Conservative	6	2	11	1	0
99	5	Father DArcy	6	2	11	1	0
99	6	Bad/Immoral	6	2	11	1	0
99	7	Cover-up/Secrecy	6	2	11	1	0
99	8	Education System	6	2	11	1	0
99	9	Churches/Buildings	6	2	11	1	0
99	10	Oppressive Institutions (Laundries. etc.)	6	2	11	1	0
99	11	Oppressive Institutions (Laundries. etc.)	6	2	11	1	0
99	12	Hypocrisy	6	2	11	1	0
99	13	Education System	6	2	11	1	0
99	14	Missionaries	6	2	11	1	0
99	15	Health Care	6	2	11	1	0
99	16	Hypocrisy	6	2	11	1	0
99	17	Hypocrisy	6	2	11	1	0
99	18	Stigma	6	2	11	1	0
99	19	Authoritarian/Dominant	6	2	11	1	0
99	20	Let down/Betrayed	6	2	11	1	0
100	1	Religion	6	2	11	1	0
100	2	Vatican/Overall Structure	6	2	11	1	0
100	3	Money	6	2	11	1	0
100	4	Other Theological/Scriptural Association	6	2	11	1	0
100	5	Community	6	2	11	1	0
100	6	Clergy	6	2	11	1	0
100	7	Clergy	6	2	11	1	0
100	8	Clergy	6	2	11	1	0
100	9	Abuse/Paedophilia	6	2	11	1	0
100	10	Authoritarian/Dominant	6	2	11	1	0
100	11	Mass	6	2	11	1	0
100	12	Confession	6	2	11	1	0
100	13	Sacraments/Rites of Passage	6	2	11	1	0
100	14	Mass	6	2	11	1	0
100	15	Christmas/Other Religious Occasion	6	2	11	1	0
100	16	Christmas/Other Religious Occasion	6	2	11	1	0
100	17	Christmas/Other Religious Occasion	6	2	11	1	0
100	18	Education System	6	2	11	1	0
100	19	Marriage councillors	6	2	11	1	0
100	20	Mass	6	2	11	1	0
101	1	Outdated/Conservative	3	1	3	0	1
101	2	Outdated/Conservative	3	1	3	0	1
101	3	Bad/Immoral	3	1	3	0	1
101	4	Irrelevant	3	1	3	0	1
101	5	Insular/Detached	3	1	3	0	1
101	6	Good/Holy	3	1	3	0	1
101	7	God	3	1	3	0	1
101	8	Mary	3	1	3	0	1
101	9	Mary	3	1	3	0	1
101	10	Jesus	3	1	3	0	1
101	11	Jesus	3	1	3	0	1
101	12	Confession	3	1	3	0	1
101	13	Clergy	3	1	3	0	1
101	14	Celibacy	3	1	3	0	1
101	15	Communion	3	1	3	0	1
101	16	Communion	3	1	3	0	1
101	17	Sin	3	1	3	0	1
101	18	Sin	3	1	3	0	1
101	19	Afterlife	3	1	3	0	1
102	1	Abuse/Paedophilia	1	1	10	1	0
102	2	Pope	1	1	10	1	0
102	3	Vatican/Overall Structure	1	1	10	1	0
102	4	Clergy	1	1	10	1	0
102	5	Church	1	1	10	1	0
102	6	Baptism	1	1	10	1	0
102	7	Communion	1	1	10	1	0
102	8	Sacraments/Rites of Passage	1	1	10	1	0
102	9	Incense	1	1	10	1	0
102	10	Choir/Music	1	1	10	1	0
102	11	Mass	1	1	10	1	0
102	12	Vatican/Overall Structure	1	1	10	1	0
102	13	Clergy	1	1	10	1	0
102	14	Clergy	1	1	10	1	0
102	15	Clergy	1	1	10	1	0
102	16	Clergy	1	1	10	1	0
102	17	Family	1	1	10	1	0
102	18	Good/Holy	1	1	10	1	0
102	19	Religious Artifacts	1	1	10	1	0
102	20	Communion	1	1	10	1	0
102	21	Christmas/Other Religious Occasion	1	1	10	1	0
102	22	Jesus	1	1	10	1	0
102	23	Bible/Gospel	1	1	10	1	0
102	24	Prayer	1	1	10	1	0
103	1	Clergy	4	1	4	1	0
103	2	Churches/Buildings	4	1	4	1	0
103	3	Sacraments/Rites of Passage	4	1	4	1	0
103	4	Sacraments/Rites of Passage	4	1	4	1	0
103	5	Sundays	4	1	4	1	0
103	6	Scandal	4	1	4	1	0
103	7	Communion	4	1	4	1	0
103	8	Confession	4	1	4	1	0
103	9	Mass	4	1	4	1	0
103	10	Mass	4	1	4	1	0
103	11	Sacraments/Rites of Passage	4	1	4	1	0
103	12	Sacraments/Rites of Passage	4	1	4	1	0
103	13	The Cross	4	1	4	1	0
103	14	Communion	4	1	4	1	0
103	15	Communion	4	1	4	1	0
103	16	Religious Artifacts	4	1	4	1	0
103	17	Religious Artifacts	4	1	4	1	0
103	18	Choir/Music	4	1	4	1	0
103	19	Choir/Music	4	1	4	1	0
103	20	Community	4	1	4	1	0
104	1	Corrupt/Materialistic	1	2	4	0	1
104	2	Abuse/Paedophilia	1	2	4	0	1
104	3	Scandal	1	2	4	0	1
104	4	Mass	1	2	4	0	1
104	5	Institutions	1	2	4	0	1
104	6	Outdated/Conservative	1	2	4	0	1
104	7	Declining	1	2	4	0	1
105	1	Outdated/Conservative	5	1	11	0	1
105	2	Arrogance	5	1	11	0	1
105	3	Elitism	5	1	11	0	1
105	4	Comforting/Caring	5	1	11	0	1
105	5	Declining	5	1	11	0	1
105	6	Old People	5	1	11	0	1
105	7	Authoritarian/Dominant	5	1	11	0	1
105	8	Charitable	5	1	11	0	1
105	9	Bigotry	5	1	11	0	1
105	10	Patriarchal/Misogynist	5	1	11	0	1
105	11	Hypocrisy	5	1	11	0	1
105	12	Corrupt/Materialistic	5	1	11	0	1
105	13	Uncaring	5	1	11	0	1
105	14	Education System	5	1	11	0	1
105	15	Abortion	5	1	11	0	1
105	16	Missionaries	5	1	11	0	1
105	17	Nonsense/Fiction	5	1	11	0	1
105	18	State Influence	5	1	11	0	1
105	19	Irrelevant	5	1	11	0	1
105	20	Elitism	5	1	11	0	1
106	1	Clergy	1	2	3	1	1
106	2	Nuns	1	2	3	1	1
106	3	Education System	1	2	3	1	1
106	4	Oppressive Institutions (Laundries. etc.)	1	2	3	1	1
106	5	Missionaries	1	2	3	1	1
106	6	Oppressive Institutions (Laundries. etc.)	1	2	3	1	1
106	7	Abuse/Paedophilia	1	2	3	1	1
106	8	Bad/Immoral	1	2	3	1	1
106	9	Bad/Immoral	1	2	3	1	1
106	10	Communion	1	2	3	1	1
106	11	Sacraments/Rites of Passage	1	2	3	1	1
106	12	Religious Artifacts	1	2	3	1	1
106	13	Clergy	1	2	3	1	1
106	14	Pope	1	2	3	1	1
106	15	Celibacy	1	2	3	1	1
106	16	Health Care	1	2	3	1	1
106	17	Monks	1	2	3	1	1
106	18	Nuns	1	2	3	1	1
106	19	Saints	1	2	3	1	1
106	20	Monastery	1	2	3	1	1
107	1	Media	5	1	5	1	1
107	2	Religion	5	1	5	1	1
107	3	Mass	5	1	5	1	1
107	4	Confession	5	1	5	1	1
107	5	Sacraments/Rites of Passage	5	1	5	1	1
107	6	Sacraments/Rites of Passage	5	1	5	1	1
107	7	Christmas/Other Religious Occasion	5	1	5	1	1
107	8	Clergy	5	1	5	1	1
107	9	Declining	5	1	5	1	1
107	10	Education System	5	1	5	1	1
107	11	Donations/Collections	5	1	5	1	1
107	12	Pope	5	1	5	1	1
107	13	Clergy	5	1	5	1	1
107	14	Abuse/Paedophilia	5	1	5	1	1
107	15	Cover-up/Secrecy	5	1	5	1	1
107	16	Nuns	5	1	5	1	1
107	17	Celibacy	5	1	5	1	1
107	18	Preaching/Sermons	5	1	5	1	1
107	19	Churches/Buildings	5	1	5	1	1
107	20	Churches/Buildings	5	1	5	1	1
108	1	Abuse/Paedophilia	4	1	4	1	1
108	2	Wealth	4	1	4	1	1
108	3	Corrupt/Materialistic	4	1	4	1	1
108	4	Grandeur	4	1	4	1	1
108	5	Comforting/Caring	4	1	4	1	1
108	6	Comforting/Caring	4	1	4	1	1
109	1	Authoritarian/Dominant	4	2	3	1	1
109	2	Authoritarian/Dominant	4	2	3	1	1
109	3	Arrogance	4	2	3	1	1
109	4	Bigotry	4	2	3	1	1
109	5	Authoritarian/Dominant	4	2	3	1	1
109	6	Insular/Detached	4	2	3	1	1
109	7	Uncaring	4	2	3	1	1
109	8	Hypocrisy	4	2	3	1	1
109	9	Insular/Detached	4	2	3	1	1
109	10	Uncaring	4	2	3	1	1
109	11	Corrupt/Materialistic	4	2	3	1	1
109	12	Authoritarian/Dominant	4	2	3	1	1
109	13	Uncaring	4	2	3	1	1
109	14	Access to sacraments difficult 	4	2	3	1	1
109	15	Education System	4	2	3	1	1
109	16	Elitism	4	2	3	1	1
109	17	Elitism	4	2	3	1	1
109	18	Elitism	4	2	3	1	1
109	19	Comforting/Caring	4	2	3	1	1
109	20	Insular/Detached	4	2	3	1	1
110	1	Scandal	2	1	5	0	0
110	2	Pope	2	1	5	0	0
110	3	Oppressive Institutions (Laundries. etc.)	2	1	5	0	0
110	4	Nuns	2	1	5	0	0
110	5	Communion	2	1	5	0	0
110	6	Corrupt/Materialistic	2	1	5	0	0
110	7	Clergy	2	1	5	0	0
110	8	Clergy	2	1	5	0	0
110	9	Confession	2	1	5	0	0
110	10	Outdated/Conservative	2	1	5	0	0
110	11	Donations/Collections	2	1	5	0	0
110	12	Donations/Collections	2	1	5	0	0
110	13	Mass	2	1	5	0	0
110	14	Christmas/Other Religious Occasion	2	1	5	0	0
110	15	Christmas/Other Religious Occasion	2	1	5	0	0
110	16	Maynooth	2	1	5	0	0
110	17	Parish/Diocese	2	1	5	0	0
110	18	Belief/faith	2	1	5	0	0
110	19	Vatican/Overall Structure	2	1	5	0	0
110	20	Fonts	2	1	5	0	0
111	1	Abuse/Paedophilia	3	2	4	1	1
111	2	Clergy	3	2	4	1	1
111	3	Outdated/Conservative	3	2	4	1	1
111	4	Corrupt/Materialistic	3	2	4	1	1
111	5	Nuns	3	2	4	1	1
111	6	Churches/Buildings	3	2	4	1	1
111	7	Education System	3	2	4	1	1
111	8	Corporal punishment	3	2	4	1	1
111	9	Authoritarian/Dominant	3	2	4	1	1
111	10	Corrupt/Materialistic	3	2	4	1	1
111	11	Declining	3	2	4	1	1
111	12	Insular/Detached	3	2	4	1	1
111	13	Authoritarian/Dominant	3	2	4	1	1
111	14	Communion	3	2	4	1	1
111	15	Authoritarian/Dominant	3	2	4	1	1
111	16	Education System	3	2	4	1	1
111	17	Outdated/Conservative	3	2	4	1	1
111	18	Parochialism	3	2	4	1	1
111	19	Irrelevant	3	2	4	1	1
111	20	Irrelevant	3	2	4	1	1
112	1	Belief/Faith	2	2	4	1	1
112	2	Religion	2	2	4	1	1
112	3	Shame/Disgust	2	2	4	1	1
112	4	Abuse/Paedophilia	2	2	4	1	1
112	5	Sadness	2	2	4	1	1
112	6	Communion	2	2	4	1	1
112	7	Community	2	2	4	1	1
112	8	Community	2	2	4	1	1
113	1	Belief/Faith	6	1	11	1	0
113	2	Tradition	6	1	11	1	0
113	3	Belief/Faith	6	1	11	1	0
113	4	God	6	1	11	1	0
113	5	Belief/Faith	6	1	11	1	0
113	6	Loyalty	6	1	11	1	0
113	7	Community	6	1	11	1	0
113	8	Mortality	6	1	11	1	0
113	9	Afterlife	6	1	11	1	0
113	10	Sacraments/Rites of Passage	6	1	11	1	0
113	11	Prayer	6	1	11	1	0
113	12	Clergy	6	1	11	1	0
113	13	Clergy	6	1	11	1	0
113	14	Nuns	6	1	11	1	0
113	15	Brothers	6	1	11	1	0
113	16	Schools	6	1	11	1	0
113	17	Health Care	6	1	11	1	0
113	18	Charity	6	1	11	1	0
113	19	Charity	6	1	11	1	0
113	20	Comforting/Caring	6	1	11	1	0
114	1	Mass	6	2	8	1	0
114	2	Communion	6	2	8	1	0
114	3	Sacraments/Rites of Passage	6	2	8	1	0
114	4	Mass	6	2	8	1	0
114	5	Religion	6	2	8	1	0
114	6	Community	6	2	8	1	0
114	7	Clergy	6	2	8	1	0
114	8	Servers	6	2	8	1	0
114	9	Choir/Music	6	2	8	1	0
114	10	Religious Artifacts	6	2	8	1	0
114	11	Saints	6	2	8	1	0
114	12	Reflection	6	2	8	1	0
114	13	Community	6	2	8	1	0
114	14	Sacraments/Rites of Passage	6	2	8	1	0
114	15	Sacraments/Rites of Passage	6	2	8	1	0
114	16	Community	6	2	8	1	0
114	17	Morality	6	2	8	1	0
114	18	Nuns	6	2	8	1	0
114	19	Morality	6	2	8	1	0
114	20	Other Rituals	6	2	8	1	0
115	1	Mass	4	1	4	1	0
115	2	Sacraments/Rites of Passage	4	1	4	1	0
115	3	Clergy	4	1	4	1	0
115	4	Churches/Buildings	4	1	4	1	0
115	5	Communion	4	1	4	1	0
115	6	Laity	4	1	4	1	0
115	7	Religious Orders	4	1	4	1	0
115	8	Nuns	4	1	4	1	0
115	9	Corrupt/Materialistic	4	1	4	1	0
115	10	Scandal	4	1	4	1	0
115	11	Pope	4	1	4	1	0
115	12	Media	4	1	4	1	0
115	13	Authoritarian/Dominant	4	1	4	1	0
115	14	Education System	4	1	4	1	0
115	15	Big	4	1	4	1	0
115	16	Old People	4	1	4	1	0
115	17	Declining	4	1	4	1	0
115	18	Declining	4	1	4	1	0
115	19	Tolerant	4	1	4	1	0
115	20	Ecumenism	4	1	4	1	0
116	1	Comforting/Caring	5	1	11	1	1
116	2	Good/Holy	5	1	11	1	1
116	3	Silence	5	1	11	1	1
116	4	Comforting/Caring	5	1	11	1	1
116	5	Comforting/Caring	5	1	11	1	1
116	6	Comforting/Caring	5	1	11	1	1
116	7	Charity	5	1	11	1	1
116	8	Charity	5	1	11	1	1
116	9	Tolerant	5	1	11	1	1
116	10	Old People	5	1	11	1	1
116	11	Reforming/Changing	5	1	11	1	1
116	12	Reforming/Changing	5	1	11	1	1
116	13	Important	5	1	11	1	1
116	14	Tolerant	5	1	11	1	1
116	15	Comforting/Caring	5	1	11	1	1
116	16	Popular	5	1	11	1	1
116	17	Tradition	5	1	11	1	1
116	18	Tradition	5	1	11	1	1
116	19	Comforting/Caring	5	1	11	1	1
116	20	Sincerity/Honesty	5	1	11	1	1
116	21	Good/Holy	5	1	11	1	1
117	1	Corrupt/Materialistic	5	1	2	1	1
117	2	Vatican/Overall Structure	5	1	2	1	1
117	3	Pope	5	1	2	1	1
117	4	Abuse/Paedophilia	5	1	2	1	1
117	5	Clergy	5	1	2	1	1
117	6	Mass	5	1	2	1	1
117	7	Donations/Collections	5	1	2	1	1
117	8	Wealth	5	1	2	1	1
117	9	Elitism	5	1	2	1	1
